BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LJ8_13;ZIT_13;ZITPERC_13;ZITPERC_LJ_13;LJ8_14;ZIT_14;ZITPERC_14;ZITPERC_LJ_14;LJ8_15;ZIT_15;ZITPERC_15;ZITPERC_LJ_15;LJ8_16;ZIT_16;ZITPERC_16;ZITPERC_LJ_16;LJ8_17;ZIT_17;ZITPERC_17;ZITPERC_LJ_17;LJ8_18;ZIT_18;ZITPERC_18;ZITPERC_LJ_18;LJ8_19;ZIT_19;ZITPERC_19;ZITPERC_LJ_19
03DH;00;OBS De Omnibus;5991PX;BAARLO LB;1894;Peel en Maas;Limburg;Bo;Openbaar;41398;20;1;,05;,00625;21;2;,0952380952380952;,0119047619047619;16;0;0;0;18;5;,277777777777778;,0347222222222222;20;1;,05;,00625;19;2;,105263157894737;,0131578947368421;14;2;,142857142857143;,0178571428571429
03DJ;00;Basisschool De Jutter;8899BD;VLIELAND;  96;Vlieland;Friesland;Bo;Openbaar;42765;12;3;,25;,03125;12;1;,0833333333333333;,0104166666666667;14;3;,214285714285714;,0267857142857143;14;1;,0714285714285714;,00892857142857143;14;1;,0714285714285714;,00892857142857143;8;0;0;0;7;0;0;0
03DK;00;Openbare Basisschool;7251BC;VORDEN;1876;Bronckhorst;Gelderland;Bo;Openbaar;41371;20;4;,2;,025;18;4;,222222222222222;,0277777777777778;13;4;,307692307692308;,0384615384615385;20;6;,3;,0375;11;3;,272727272727273;,0340909090909091;13;0;0;0;20;3;,15;,01875
03DV;00;OBS Prins Claus;3461GH;LINSCHOTEN; 335;Montfoort;Utrecht;Bo;Openbaar;41401;25;5;,2;,025;26;4;,153846153846154;,0192307692307692;21;4;,19047619047619;,0238095238095238;21;2;,0952380952380952;,0119047619047619;18;1;,0555555555555556;,00694444444444444;22;2;,0909090909090909;,0113636363636364;26;3;,115384615384615;,0144230769230769
03DW;00;Obs Houwingaham;9693BG;BAD NIEUWESCHANS;1895;Oldambt;Groningen;Bo;Openbaar;41613;6;0;0;0;12;1;,0833333333333333;,0104166666666667;17;4;,235294117647059;,0294117647058824;14;2;,142857142857143;,0178571428571429;20;5;,25;,03125;13;2;,153846153846154;,0192307692307692;4;1;,25;,03125
03DX;00;Jan Prins;3011GM;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;42;10;,238095238095238;,0297619047619048;37;6;,162162162162162;,0202702702702703;32;4;,125;,015625;25;5;,2;,025;31;5;,161290322580645;,0201612903225806;30;9;,3;,0375;39;5;,128205128205128;,016025641025641
03EE;00;De Wereldboom;4561KZ;HULST; 677;Hulst;Zeeland;Bo;Openbaar;40803;20;3;,15;,01875;26;2;,0769230769230769;,00961538461538462;42;3;,0714285714285714;,00892857142857143;19;1;,0526315789473684;,00657894736842105;27;3;,111111111111111;,0138888888888889;22;2;,0909090909090909;,0113636363636364;18;2;,111111111111111;,0138888888888889
03EH;00;De Wereldweide;8091VK;WEZEP; 269;Oldebroek;Gelderland;Bo;Openbaar;41345;11;0;0;0;5;1;,2;,025;3;0;0;0;9;3;,333333333333333;,0416666666666667;6;0;0;0;4;0;0;0;5;0;0;0
03EH;01;OBS 'T Noorder Merk;8079TN;NOORDEINDE GLD; 269;Oldebroek;Gelderland;Bo;Openbaar;41345;4;0;0;0;2;0;0;0;2;1;,5;,0625;3;0;0;0;0;0; ; ;0;0; ; ;0;0; ; 
03EI;00;OBS Usquert;9988SC;USQUERT;1966;Het Hogeland;Groningen;Bo;Openbaar;13683;11;4;,363636363636364;,0454545454545455;12;1;,0833333333333333;,0104166666666667;8;1;,125;,015625;16;1;,0625;,0078125;5;0;0;0;10;2;,2;,025;8;0;0;0
03EJ;00;De Smeltkroes;7852TJ;WEZUP; 109;Coevorden;Drenthe;Bo;Openbaar;41630;8;0;0;0;5;0;0;0;5;0;0;0;10;0;0;0;7;0;0;0;7;0;0;0;5;0;0;0
03ES;00;OBS De Rijnschans;2396XD;KOUDEKERK AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;Bo;Openbaar;28601;8;0;0;0;10;0;0;0;11;1;,0909090909090909;,0113636363636364;13;0;0;0;13;3;,230769230769231;,0288461538461538;8;1;,125;,015625;17;3;,176470588235294;,0220588235294118
03ET;00;De Tamboerijn;2441AG;NIEUWVEEN; 569;Nieuwkoop;Zuid-Holland;Bo;Openbaar;40974;10;1;,1;,0125;1;0;0;0;3;0;0;0;13;2;,153846153846154;,0192307692307692;9;1;,111111111111111;,0138888888888889;13;0;0;0;0;0; ; 
03EU;00;De Winde;2631PT;NOOTDORP;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;Openbaar;41488;53;2;,0377358490566038;,00471698113207547;41;1;,024390243902439;,00304878048780488;57;5;,087719298245614;,0109649122807018;61;4;,0655737704918033;,00819672131147541;57;2;,0350877192982456;,0043859649122807;37;1;,027027027027027;,00337837837837838;47;5;,106382978723404;,0132978723404255
03EV;00;OBS De Klimop;5541GH;REUSEL;1667;Reusel-De Mierden;Noord-Brabant;Bo;Openbaar;41662;34;2;,0588235294117647;,00735294117647059;33;0;0;0;22;0;0;0;37;4;,108108108108108;,0135135135135135;35;3;,0857142857142857;,0107142857142857;23;0;0;0;36;3;,0833333333333333;,0104166666666667
03FH;00;De Schutse;3155BM;MAASLAND;1842;Midden-Delfland;Zuid-Holland;Bo;Openbaar;41455;7;2;,285714285714286;,0357142857142857;10;2;,2;,025;17;2;,117647058823529;,0147058823529412;10;5;,5;,0625;15;0;0;0;19;3;,157894736842105;,0197368421052632;18;4;,222222222222222;,0277777777777778
03FJ;00;Openbare Bs De Sterrenboom;2821SB;STOLWIJK;1931;Krimpenerwaard;Zuid-Holland;Bo;Openbaar;41401;30;1;,0333333333333333;,00416666666666667;40;3;,075;,009375;43;4;,0930232558139535;,0116279069767442;30;0;0;0;31;0;0;0;36;2;,0555555555555556;,00694444444444444;33;1;,0303030303030303;,00378787878787879
03FQ;00;OBS De Holm;9956PN;DEN ANDEL;  53;Winsum;Groningen;Bo;Openbaar;13683;3;1;,333333333333333;,0416666666666667;9;1;,111111111111111;,0138888888888889;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
03FS;00;Basisschool Hartenaas;5361HT;GRAVE; 786;Grave;Noord-Brabant;Bo;Openbaar;41443;19;3;,157894736842105;,0197368421052632;28;3;,107142857142857;,0133928571428571;26;0;0;0;9;1;,111111111111111;,0138888888888889;17;3;,176470588235294;,0220588235294118;21;3;,142857142857143;,0178571428571429;20;2;,1;,0125
03FT;00;Openbare Basisschool De Borgh;9801AM;ZUIDHORN;1969;Westerkwartier;Groningen;Bo;Openbaar;41571;35;5;,142857142857143;,0178571428571429;31;4;,129032258064516;,0161290322580645;33;4;,121212121212121;,0151515151515152;30;6;,2;,025;47;4;,0851063829787234;,0106382978723404;47;4;,0851063829787234;,0106382978723404;44;4;,0909090909090909;,0113636363636364
03FU;00;Arembergschool;8064CD;ZWARTSLUIS;1896;Zwartewaterland;Overijssel;Bo;Openbaar;41816;25;6;,24;,03;22;4;,181818181818182;,0227272727272727;28;3;,107142857142857;,0133928571428571;26;9;,346153846153846;,0432692307692308;18;4;,222222222222222;,0277777777777778;22;1;,0454545454545455;,00568181818181818;29;4;,137931034482759;,0172413793103448
03GD;00;De Lelie;3465KE;DRIEBRUGGEN;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Reformatorisch;41534;18;1;,0555555555555556;,00694444444444444;21;0;0;0;22;2;,0909090909090909;,0113636363636364;17;1;,0588235294117647;,00735294117647059;27;0;0;0;18;0;0;0;16;1;,0625;,0078125
03GE;00;Prinses Margriet School;3028HW;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;23;6;,260869565217391;,0326086956521739;44;5;,113636363636364;,0142045454545455;39;8;,205128205128205;,0256410256410256;37;8;,216216216216216;,027027027027027;44;5;,113636363636364;,0142045454545455;39;3;,0769230769230769;,00961538461538462;43;9;,209302325581395;,0261627906976744
03GJ;00;De Poeljeugd;4472AT;'S-HEER HENDRIKSKINDEREN; 664;Goes;Zeeland;Bo;Protestants-Christelijk;41582;17;2;,117647058823529;,0147058823529412;11;1;,0909090909090909;,0113636363636364;12;0;0;0;21;4;,19047619047619;,0238095238095238;9;1;,111111111111111;,0138888888888889;10;3;,3;,0375;11;1;,0909090909090909;,0113636363636364
03GL;00;De Wegwijzer;5361AX;GRAVE; 786;Grave;Noord-Brabant;Bo;Protestants-Christelijk;48348;14;1;,0714285714285714;,00892857142857143;6;0;0;0;14;2;,142857142857143;,0178571428571429;7;0;0;0;4;1;,25;,03125;8;0;0;0;7;1;,142857142857143;,0178571428571429
03GP;00;Chr Bs De Open Hof;4631NM;HOOGERHEIDE; 873;Woensdrecht;Noord-Brabant;Bo;Protestants-Christelijk;40517;6;1;,166666666666667;,0208333333333333;6;2;,333333333333333;,0416666666666667;9;3;,333333333333333;,0416666666666667;3;1;,333333333333333;,0416666666666667;6;1;,166666666666667;,0208333333333333;6;2;,333333333333333;,0416666666666667;5;3;,6;,075
03GR;00;Het Mozaiek;7913RE;HOLLANDSCHEVELD; 118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;40655;23;1;,0434782608695652;,00543478260869565;35;5;,142857142857143;,0178571428571429;30;3;,1;,0125;40;5;,125;,015625;33;5;,151515151515152;,0189393939393939;36;1;,0277777777777778;,00347222222222222;31;2;,0645161290322581;,00806451612903226
03GR;01;Het Mozaiek;7913TR;HOLLANDSCHEVELD; 118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;40655;6;0;0;0;12;2;,166666666666667;,0208333333333333;4;2;,5;,0625;6;1;,166666666666667;,0208333333333333;3;0;0;0;7;1;,142857142857143;,0178571428571429;7;1;,142857142857143;,0178571428571429
03GT;00;Chr Basissch De Foareker;8734GL;EASTEREIN;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42604;6;0;0;0;13;2;,153846153846154;,0192307692307692;15;3;,2;,025;16;1;,0625;,0078125;15;0;0;0;14;0;0;0;17;4;,235294117647059;,0294117647058824
03GW;00;PC Basisschool de hoefer;6131KJ;SITTARD;1883;Sittard-Geleen;Limburg;Bo;Protestants-Christelijk;83280;15;1;,0666666666666667;,00833333333333333;22;3;,136363636363636;,0170454545454545;22;4;,181818181818182;,0227272727272727;20;4;,2;,025;11;2;,181818181818182;,0227272727272727;19;2;,105263157894737;,0131578947368421;25;7;,28;,035
03GW;01;PC BS De Regenboog;6164GM;GELEEN;1883;Sittard-Geleen;Limburg;Bo;Protestants-Christelijk;83280;6;1;,166666666666667;,0208333333333333;7;0;0;0;13;2;,153846153846154;,0192307692307692;7;1;,142857142857143;,0178571428571429;8;1;,125;,015625;4;1;,25;,03125;0;0; ; 
03HA;00;RK Basisschool Emmaus;5384BV;HEESCH;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41228;50;5;,1;,0125;59;3;,0508474576271186;,00635593220338983;44;2;,0454545454545455;,00568181818181818;52;6;,115384615384615;,0144230769230769;50;7;,14;,0175;58;8;,137931034482759;,0172413793103448;59;7;,11864406779661;,0148305084745763
03HB;00;Koelmanschool;4461RH;GOES; 664;Goes;Zeeland;Bo;Reformatorisch;42724;35;0;0;0;28;6;,214285714285714;,0267857142857143;27;2;,0740740740740741;,00925925925925926;33;4;,121212121212121;,0151515151515152;22;2;,0909090909090909;,0113636363636364;25;1;,04;,005;32;2;,0625;,0078125
03HC;00;Christelijke Basisschool;5313AP;NIEUWAAL; 297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;76715;4;2;,5;,0625;4;1;,25;,03125;7;1;,142857142857143;,0178571428571429;3;2;,666666666666667;,0833333333333333;8;2;,25;,03125;6;0;0;0;3;0;0;0
03HD;00;Basisschool De Lisbloem;2163AJ;LISSE; 553;Lisse;Zuid-Holland;Bo;Protestants-Christelijk;40967;45;2;,0444444444444444;,00555555555555556;61;9;,147540983606557;,0184426229508197;52;9;,173076923076923;,0216346153846154;48;4;,0833333333333333;,0104166666666667;36;6;,166666666666667;,0208333333333333;26;2;,0769230769230769;,00961538461538462;26;1;,0384615384615385;,00480769230769231
03HE;00;Basisschool De Akker;2161HB;LISSE; 553;Lisse;Zuid-Holland;Bo;Reformatorisch;22765;36;6;,166666666666667;,0208333333333333;47;9;,191489361702128;,023936170212766;30;6;,2;,025;41;13;,317073170731707;,0396341463414634;37;7;,189189189189189;,0236486486486487;30;5;,166666666666667;,0208333333333333;29;7;,241379310344828;,0301724137931035
03HF;00;Bs De Draaiende Wieken;6061EL;POSTERHOLT;1669;Roerdalen;Limburg;Bo;Rooms-Katholiek;41506;47;4;,0851063829787234;,0106382978723404;31;7;,225806451612903;,0282258064516129;38;8;,210526315789474;,0263157894736842;34;7;,205882352941176;,0257352941176471;41;5;,121951219512195;,0152439024390244;29;3;,103448275862069;,0129310344827586;29;5;,172413793103448;,021551724137931
03HG;00;Basisschool De Bongerd;6031TZ;NEDERWEERT; 946;Nederweert;Limburg;Bo;Rooms-Katholiek;50819;23;5;,217391304347826;,0271739130434783;25;1;,04;,005;23;0;0;0;17;3;,176470588235294;,0220588235294118;21;1;,0476190476190476;,00595238095238095;17;2;,117647058823529;,0147058823529412;16;4;,25;,03125
03HH;00;Basisschool Kon Beatrix;2651CP;BERKEL EN RODENRIJS;1621;Lansingerland;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;19;0;0;0;19;0;0;0;23;0;0;0;24;1;,0416666666666667;,00520833333333333;23;1;,0434782608695652;,00543478260869565;20;0;0;0;13;0;0;0
03HI;00;Het Christal;3135PS;VLAARDINGEN; 622;Vlaardingen;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;17;0;0;0;9;0;0;0;15;0;0;0;12;2;,166666666666667;,0208333333333333;14;1;,0714285714285714;,00892857142857143;9;0;0;0;10;0;0;0
03HK;00;Basissch Guido De Bres;7731DG;OMMEN; 175;Ommen;Overijssel;Bo;Gereformeerd vrijgemaakt;41624;27;2;,0740740740740741;,00925925925925926;30;1;,0333333333333333;,00416666666666667;31;2;,0645161290322581;,00806451612903226;36;4;,111111111111111;,0138888888888889;31;4;,129032258064516;,0161290322580645;37;2;,0540540540540541;,00675675675675676;36;0;0;0
03HL;00;BS De Zjwiek;6088EH;ROGGEL;1640;Leudal;Limburg;Bo;Rooms-Katholiek;23961;46;6;,130434782608696;,016304347826087;49;7;,142857142857143;,0178571428571429;44;7;,159090909090909;,0198863636363636;37;12;,324324324324324;,0405405405405405;42;5;,119047619047619;,0148809523809524;27;2;,0740740740740741;,00925925925925926;34;3;,0882352941176471;,0110294117647059
03HM;00;Gereformeerd Basisschool;7721BN;DALFSEN; 148;Dalfsen;Overijssel;Bo;Gereformeerd vrijgemaakt;41632;31;1;,032258064516129;,00403225806451613;0;0; ; ;20;2;,1;,0125;24;4;,166666666666667;,0208333333333333;0;0; ; ;21;2;,0952380952380952;,0119047619047619;14;0;0;0
03HO;00;GBS Klim-op;9991BN;MIDDELSTUM;  24;Loppersum;Groningen;Bo;Gereformeerd vrijgemaakt;42607;14;0;0;0;6;0;0;0;7;0;0;0;10;0;0;0;4;0;0;0;8;0;0;0;4;0;0;0
03HP;00;Rehoboth;8281ZC;GENEMUIDEN;1896;Zwartewaterland;Overijssel;Bo;Reformatorisch;24195;24;3;,125;,015625;31;3;,0967741935483871;,0120967741935484;32;6;,1875;,0234375;31;2;,0645161290322581;,00806451612903226;35;5;,142857142857143;,0178571428571429;39;2;,0512820512820513;,00641025641025641;31;1;,032258064516129;,00403225806451613
03HQ;00;GBS de Levensboom;7954GC;ROUVEEN; 180;Staphorst;Overijssel;Bo;Gereformeerd vrijgemaakt;41632;22;2;,0909090909090909;,0113636363636364;14;0;0;0;28;2;,0714285714285714;,00892857142857143;23;3;,130434782608696;,016304347826087;18;1;,0555555555555556;,00694444444444444;20;2;,1;,0125;21;0;0;0
03HR;00;Geref Basissch De Cirkel;9402AR;ASSEN; 106;Assen;Drenthe;Bo;Gereformeerd vrijgemaakt;42607;27;2;,0740740740740741;,00925925925925926;22;2;,0909090909090909;,0113636363636364;20;0;0;0;19;1;,0526315789473684;,00657894736842105;25;1;,04;,005;25;0;0;0;23;0;0;0
03HS;00;GBS Oranje Nassau;9288BA;KOOTSTERTILLE;  59;Achtkarspelen;Friesland;Bo;Gereformeerd vrijgemaakt;42607;12;0;0;0;11;1;,0909090909090909;,0113636363636364;13;0;0;0;12;0;0;0;6;1;,166666666666667;,0208333333333333;12;2;,166666666666667;,0208333333333333;8;1;,125;,015625
03HU;00;Rehobothschool;3774DA;KOOTWIJKERBROEK; 203;Barneveld;Gelderland;Bo;Reformatorisch;24481;61;5;,0819672131147541;,0102459016393443;55;2;,0363636363636364;,00454545454545455;62;3;,0483870967741935;,00604838709677419;70;1;,0142857142857143;,00178571428571429;57;2;,0350877192982456;,0043859649122807;68;5;,0735294117647059;,00919117647058824;72;7;,0972222222222222;,0121527777777778
03HV;00;Geref Bs De Triangel;2906VK;CAPELLE AAN DEN IJSSEL; 502;Capelle aan den IJssel;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;24;0;0;0;22;0;0;0;29;1;,0344827586206897;,00431034482758621;29;0;0;0;34;1;,0294117647058824;,00367647058823529;30;0;0;0;28;1;,0357142857142857;,00446428571428571
03HV;01;Basissch de Triangel;2925BX;KRIMPEN AAN DEN IJSSEL; 542;Krimpen aan den IJssel;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;13;0;0;0;11;1;,0909090909090909;,0113636363636364;10;1;,1;,0125;18;2;,111111111111111;,0138888888888889;20;0;0;0;16;1;,0625;,0078125;19;1;,0526315789473684;,00657894736842105
03HY;00;Chr Basissch Eben Haezer;4043MA;OPHEUSDEN;1740;Neder-Betuwe;Gelderland;Bo;Reformatorisch;24715;50;2;,04;,005;40;4;,1;,0125;43;1;,0232558139534884;,00290697674418605;25;3;,12;,015;49;3;,0612244897959184;,0076530612244898;37;2;,0540540540540541;,00675675675675676;44;3;,0681818181818182;,00852272727272727
03HZ;00;Ds Derksenschool;4119LX;RAVENSWAAIJ; 214;Buren;Gelderland;Bo;Protestants-Christelijk;41424;4;2;,5;,0625;7;2;,285714285714286;,0357142857142857;3;0;0;0;3;0;0;0;13;2;,153846153846154;,0192307692307692;2;0;0;0;6;0;0;0
03IA;00;Graaf Jan van Nassau Sch;4386AK;VLISSINGEN; 718;Vlissingen;Zeeland;Bo;Reformatorisch;42724;19;3;,157894736842105;,0197368421052632;10;1;,1;,0125;14;1;,0714285714285714;,00892857142857143;17;6;,352941176470588;,0441176470588235;16;2;,125;,015625;22;2;,0909090909090909;,0113636363636364;18;1;,0555555555555556;,00694444444444444
03IB;00;Chr Basissch De Reinboge;8765LM;TJERKWERD;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42604;6;0;0;0;11;1;,0909090909090909;,0113636363636364;10;0;0;0;7;0;0;0;3;0;0;0;3;0;0;0;4;0;0;0
03IC;00;IKC Magenta;7491EA;DELDEN;1735;Hof van Twente;Overijssel;Bo;Algemeen bijzonder;27910;12;0;0;0;29;0;0;0;17;4;,235294117647059;,0294117647058824;18;1;,0555555555555556;,00694444444444444;22;2;,0909090909090909;,0113636363636364;42;1;,0238095238095238;,00297619047619048;37;2;,0540540540540541;,00675675675675676
03ID;00;Chr Basisschool De Vlinder;6051EW;MAASBRACHT;1641;Maasgouw;Limburg;Bo;Protestants-Christelijk;25170;9;0;0;0;11;2;,181818181818182;,0227272727272727;7;3;,428571428571429;,0535714285714286;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
03IH;00;Kath Bs Montessorischool;1401CS;BUSSUM;1942;Gooise Meren;Noord-Holland;Bo;Rooms-Katholiek;25664;39;4;,102564102564103;,0128205128205128;47;4;,0851063829787234;,0106382978723404;40;1;,025;,003125;41;4;,0975609756097561;,0121951219512195;36;2;,0555555555555556;,00694444444444444;41;3;,0731707317073171;,00914634146341463;41;3;,0731707317073171;,00914634146341463
03IK;00;Basisschool Eben Haezer;4691HS;THOLEN; 716;Tholen;Zeeland;Bo;Reformatorisch;25833;42;1;,0238095238095238;,00297619047619048;47;1;,0212765957446809;,00265957446808511;27;4;,148148148148148;,0185185185185185;43;3;,0697674418604651;,00872093023255814;36;3;,0833333333333333;,0104166666666667;40;5;,125;,015625;45;6;,133333333333333;,0166666666666667
03IV;00;Basisschool St Jozef;5931CZ;TEGELEN; 983;Venlo;Limburg;Bo;Rooms-Katholiek;75597;44;3;,0681818181818182;,00852272727272727;29;6;,206896551724138;,0258620689655172;46;6;,130434782608696;,016304347826087;27;5;,185185185185185;,0231481481481481;27;6;,222222222222222;,0277777777777778;30;0;0;0;29;4;,137931034482759;,0172413793103448
03IW;00;Chr Basissch Het Kompas;4401HZ;YERSEKE; 703;Reimerswaal;Zeeland;Bo;Protestants-Christelijk;41582;25;3;,12;,015;26;8;,307692307692308;,0384615384615385;41;5;,121951219512195;,0152439024390244;22;1;,0454545454545455;,00568181818181818;36;4;,111111111111111;,0138888888888889;29;5;,172413793103448;,021551724137931;17;0;0;0
03IX;00;Basisschool Valkenheuvel;3972XL;DRIEBERGEN-RIJSENBURG;1581;Utrechtse Heuvelrug;Utrecht;Bo;Rooms-Katholiek;69447;30;7;,233333333333333;,0291666666666667;33;10;,303030303030303;,0378787878787879;32;4;,125;,015625;37;10;,27027027027027;,0337837837837838;34;7;,205882352941176;,0257352941176471;18;3;,166666666666667;,0208333333333333;18;8;,444444444444444;,0555555555555556
03IY;00;Basisschool Jf Kennedy;6216ED;MAASTRICHT; 935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;70;9;,128571428571429;,0160714285714286;83;15;,180722891566265;,0225903614457831;60;9;,15;,01875;78;19;,243589743589744;,0304487179487179;85;9;,105882352941176;,0132352941176471;67;7;,104477611940299;,0130597014925373;62;3;,0483870967741935;,00604838709677419
03IZ;00;Basisschool St Vitus;5855AD;WELL L; 893;Bergen (L.);Limburg;Bo;Rooms-Katholiek;37663;24;1;,0416666666666667;,00520833333333333;21;0;0;0;23;1;,0434782608695652;,00543478260869565;17;1;,0588235294117647;,00735294117647059;23;0;0;0;25;2;,08;,01;17;3;,176470588235294;,0220588235294118
03JB;00;Kindcentrum Platijn;5684AT;BEST; 753;Best;Noord-Brabant;Bo;Algemeen bijzonder;26977;8;1;,125;,015625;17;3;,176470588235294;,0220588235294118;12;2;,166666666666667;,0208333333333333;27;4;,148148148148148;,0185185185185185;21;3;,142857142857143;,0178571428571429;18;2;,111111111111111;,0138888888888889;15;1;,0666666666666667;,00833333333333333
03JC;00;Kbs John F Kennedy;4826KA;BREDA; 758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;41407;60;12;,2;,025;57;10;,175438596491228;,0219298245614035;59;8;,135593220338983;,0169491525423729;62;10;,161290322580645;,0201612903225806;47;10;,212765957446809;,0265957446808511;54;15;,277777777777778;,0347222222222222;40;6;,15;,01875
03JD;00;GBS Pieter Jongeling;6814CJ;ARNHEM; 202;Arnhem;Gelderland;Bo;Gereformeerd vrijgemaakt;40945;22;1;,0454545454545455;,00568181818181818;21;2;,0952380952380952;,0119047619047619;22;2;,0909090909090909;,0113636363636364;26;2;,0769230769230769;,00961538461538462;32;1;,03125;,00390625;23;3;,130434782608696;,016304347826087;29;0;0;0
03JE;00;Basisschool De Ark;4131AR;VIANEN UT;1961;Vijfheerenlanden;Utrecht;Bo;Protestants-Christelijk;41528;13;1;,0769230769230769;,00961538461538462;27;4;,148148148148148;,0185185185185185;21;1;,0476190476190476;,00595238095238095;17;3;,176470588235294;,0220588235294118;20;3;,15;,01875;16;2;,125;,015625;13;1;,0769230769230769;,00961538461538462
03JG;00;Bs De Kleine Wereld;2451BV;LEIMUIDEN;1884;Kaag en Braassem;Zuid-Holland;Bo;Rooms-Katholiek;40974;17;1;,0588235294117647;,00735294117647059;18;3;,166666666666667;,0208333333333333;12;0;0;0;19;0;0;0;26;0;0;0;7;0;0;0;0;0; ; 
03JH;00;Kindcentrum Het IJzeren Kind;5246GB;ROSMALEN; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;47;5;,106382978723404;,0132978723404255;45;3;,0666666666666667;,00833333333333333;32;4;,125;,015625;45;3;,0666666666666667;,00833333333333333;83;4;,0481927710843374;,00602409638554217;61;6;,0983606557377049;,0122950819672131;75;7;,0933333333333333;,0116666666666667
03JI;00;Rk Basisschool G Majella;8171KC;VAASSEN; 232;Epe;Gelderland;Bo;Rooms-Katholiek;76806;22;1;,0454545454545455;,00568181818181818;21;1;,0476190476190476;,00595238095238095;20;0;0;0;16;0;0;0;7;0;0;0;18;1;,0555555555555556;,00694444444444444;16;0;0;0
03JL;00;Basissch Titus Brandsma;6441JJ;BRUNSSUM; 899;Brunssum;Limburg;Bo;Rooms-Katholiek;41516;35;5;,142857142857143;,0178571428571429;27;1;,037037037037037;,00462962962962963;36;9;,25;,03125;35;5;,142857142857143;,0178571428571429;29;5;,172413793103448;,021551724137931;27;1;,037037037037037;,00462962962962963;23;1;,0434782608695652;,00543478260869565
