buurtcode,buurtnaam,wijkcode,bevolkingsdichtheid_inwoners_per_km2,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaar,percentage_personen_15_tot_25_jaar,percentage_personen_25_tot_45_jaar,percentage_personen_45_tot_65_jaar,percentage_personen_65_jaar_en_ouder,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboortes_per_1000_inwoners,aantal_huishoudens,percentage_eenpersoonshuishoudens,percentage_huishoudens_zonder_kinderen,percentage_huishoudens_met_kinderen,gemiddelde_huishoudsgrootte,percentage_westerse_migratieachtergrond,percentage_niet_westerse_migratieachtergrond,percentage_uit_marokko,percentage_uit_nederlandse_antillen_en_aruba,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersemigratieachtergrond,aantal_bedrijven_landbouw_bosbouw_visserij,aantal_bedrijven_nijverheid_energie,aantal_bedrijven_handel_en_horeca,aantal_bedrijven_vervoer_informatie_communicatie,aantal_bedrijven_financieel_onroerend_goed,aantal_bedrijven_zakelijke_dienstverlening,aantal_bedrijven_overheid_onderwijs_en_zorg,aantal_bedrijven_cultuur_recreatie_overige,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_woningcorporaties,perc_huurwoningen_in_bezit_overige_verhuurders,percentage_woningen_met_eigendom_onbekend,percentage_bouwjaarklasse_tot_2000,percentage_bouwjaarklasse_vanaf_2000,percentage_leegstand_woningen,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandstof_benzine,aantal_personenautos_met_overige_brandstof,huisartsenpraktijk_gemiddelde_afstand_in_km,huisartsenpraktijk_gemiddeld_aantal_binnen_1_km,huisartsenpraktijk_gemiddeld_aantal_binnen_3_km,huisartsenpraktijk_gemiddeld_aantal_binnen_5_km,apotheek_gemiddelde_afstand_in_km,grote_supermarkt_gemiddelde_afstand_in_km,grote_supermarkt_gemiddeld_aantal_binnen_1_km,grote_supermarkt_gemiddeld_aantal_binnen_3_km,grote_supermarkt_gemiddeld_aantal_binnen_5_km,winkels_ov_dagelijkse_levensm_gem_afst_in_km,winkels_ov_dagel_levensm_gem_aantal_binnen_1_km,winkels_ov_dagel_levensm_gem_aantal_binnen_3_km,winkels_ov_dagel_levensm_gem_aantal_binnen_5_km,warenhuis_gemiddelde_afstand_in_km,warenhuis_gemiddeld_aantal_binnen_5_km,warenhuis_gemiddeld_aantal_binnen_10_km,warenhuis_gemiddeld_aantal_binnen_20_km,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_km,cafe_gemiddeld_aantal_binnen_3_km,cafe_gemiddeld_aantal_binnen_5_km,cafetaria_gemiddelde_afstand_in_km,cafetaria_gemiddeld_aantal_binnen_1_km,cafetaria_gemiddeld_aantal_binnen_3_km,cafetaria_gemiddeld_aantal_binnen_5_km,restaurant_gemiddelde_afstand_in_km,restaurant_gemiddeld_aantal_binnen_1_km,restaurant_gemiddeld_aantal_binnen_3_km,restaurant_gemiddeld_aantal_binnen_5_km,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_km,hotel_gemiddeld_aantal_binnen_10_km,hotel_gemiddeld_aantal_binnen_20_km,kinderdagverblijf_gemiddelde_afstand_in_km,kinderdagverblijf_gemiddeld_aantal_binnen_1_km,kinderdagverblijf_gemiddeld_aantal_binnen_3_km,kinderdagverblijf_gemiddeld_aantal_binnen_5_km,buitenschoolse_opvang_gem_afstand_in_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_1_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_3_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_5_km,basisonderwijs_gemiddelde_afstand_in_km,basisonderwijs_gemiddeld_aantal_binnen_1_km,basisonderwijs_gemiddeld_aantal_binnen_3_km,basisonderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gem_afstand_in_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_3_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_10_km,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_km,vmbo_gemiddeld_aantal_binnen_5_km,vmbo_gemiddeld_aantal_binnen_10_km,havo_vwo_gemiddelde_afstand_in_km,havo_vwo_gemiddeld_aantal_binnen_3_km,havo_vwo_gemiddeld_aantal_binnen_5_km,havo_vwo_gemiddeld_aantal_binnen_10_km,brandweerkazerne_gemiddelde_afstand_in_km,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_in_km,bibliotheek_gemiddelde_afstand_in_km,bioscoop_gemiddelde_afstand_in_km,bioscoop_gemiddeld_aantal_binnen_5_km,bioscoop_gemiddeld_aantal_binnen_10_km,bioscoop_gemiddeld_aantal_binnen_20_km,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_km,attractiepark_gemiddelde_afstand_in_km,attractiepark_gemiddeld_aantal_binnen_10_km,attractiepark_gemiddeld_aantal_binnen_20_km,attractiepark_gemiddeld_aantal_binnen_50_km,wijknaam
BU03631300,Zeeheldenbuurt,WK036313,22167.0,1995.0,980.0,1015.0,15.0,9.0,38.0,27.0,11.0,70.0,20.0,9.0,2.0,11.0,1060.0,56.0,22.0,22.0,1.7,21.0,36.0,10.0,1.0,8.0,2.0,14.0,0.0,25.0,40.0,60.0,20.0,175.0,60.0,95.0,475.0,1026.0,407.0,0.0,100.0,97.0,28.0,71.0,36.0,35.0,0.0,93.0,7.0,3.0,395.0,0.4,4325.0,40.0,320.0,75.0,0.7,2.3,28.9,83.5,0.8,0.8,4.7,35.6,107.6,0.2,24.1,344.6,721.2,0.8,7.8,21.0,38.2,0.1,10.4,309.5,587.3,0.2,15.9,339.2,682.9,0.1,39.2,708.0,1608.0,0.6,346.1,425.5,515.0,0.2,6.4,57.9,191.4,0.1,5.9,26.4,94.4,0.2,2.1,15.0,57.0,1.2,6.0,18.9,76.0,1.2,4.0,14.4,56.0,1.2,5.0,14.3,48.0,2.1,1.5,7.3,1.1,0.8,10.2,13.0,20.9,1.9,0.8,3.2,7.0,17.9,65.9,Spaarndammer- en Zeeheldenbuurt
BU03631301,Spaarndammerbuurt Noordoost,WK036313,27030.0,2700.0,1355.0,1350.0,12.0,8.0,35.0,31.0,14.0,67.0,19.0,11.0,2.0,11.0,1675.0,62.0,18.0,20.0,1.6,18.0,36.0,9.0,2.0,8.0,3.0,14.0,0.0,25.0,50.0,55.0,10.0,120.0,50.0,105.0,410.0,1646.0,373.0,0.0,100.0,98.0,21.0,79.0,73.0,7.0,0.0,100.0,0.0,2.0,550.0,0.3,5534.0,65.0,455.0,95.0,0.4,2.0,25.4,75.9,0.4,0.3,3.6,31.2,93.8,0.3,10.6,302.0,661.8,1.1,7.1,21.0,38.8,0.3,8.5,259.2,560.1,0.3,11.6,298.0,638.0,0.2,32.5,618.4,1498.0,0.6,336.6,425.1,513.4,0.4,7.9,55.1,168.3,0.5,5.8,25.6,85.2,0.4,3.5,14.8,51.5,1.0,6.1,14.3,74.5,1.6,4.8,10.8,54.5,1.0,4.3,11.2,47.0,2.1,1.7,7.7,0.5,1.1,10.0,13.0,20.5,2.2,1.1,3.6,7.0,17.8,65.7,Spaarndammer- en Zeeheldenbuurt
BU03631302,Spaarndammerbuurt Zuidoost,WK036313,20660.0,1030.0,485.0,550.0,12.0,8.0,38.0,27.0,14.0,70.0,20.0,9.0,2.0,7.0,625.0,58.0,23.0,19.0,1.7,21.0,27.0,7.0,1.0,7.0,2.0,11.0,0.0,15.0,20.0,30.0,5.0,50.0,30.0,35.0,190.0,595.0,361.0,0.0,100.0,97.0,28.0,72.0,44.0,27.0,0.0,89.0,11.0,3.0,255.0,0.4,5199.0,30.0,200.0,55.0,0.3,3.7,33.8,83.9,0.3,0.3,7.1,40.9,108.9,0.3,34.9,383.0,731.0,0.8,8.8,21.0,39.4,0.3,15.1,343.4,589.6,0.3,19.1,372.1,688.0,0.2,63.6,807.5,1626.0,0.8,352.4,425.2,519.0,0.1,13.9,74.8,198.5,0.3,6.5,31.8,95.4,0.3,3.2,19.8,60.1,1.1,6.3,21.2,75.0,1.3,4.3,15.8,55.0,1.1,5.0,16.4,47.0,1.7,1.3,7.4,0.3,0.8,10.8,13.0,20.7,1.8,0.7,3.3,7.0,18.3,66.4,Spaarndammer- en Zeeheldenbuurt
BU03631303,Spaarndammerbuurt Zuidwest,WK036313,21350.0,1705.0,855.0,850.0,12.0,6.0,39.0,21.0,22.0,66.0,18.0,10.0,6.0,15.0,960.0,62.0,21.0,18.0,1.6,21.0,24.0,4.0,1.0,6.0,2.0,11.0,0.0,15.0,45.0,40.0,10.0,80.0,55.0,85.0,330.0,947.0,361.0,0.0,100.0,96.0,30.0,70.0,45.0,25.0,0.0,100.0,0.0,4.0,285.0,0.3,3787.0,35.0,235.0,55.0,0.3,2.3,27.4,76.8,0.3,0.2,4.3,32.9,94.5,0.2,13.1,317.2,668.5,1.0,7.4,21.0,39.3,0.2,7.3,275.3,565.2,0.2,11.6,317.5,643.5,0.2,33.7,655.3,1519.0,0.9,339.0,425.7,515.1,0.2,8.0,60.0,174.7,0.5,3.8,26.9,86.6,0.3,3.2,16.1,52.7,0.8,6.5,15.1,74.5,1.5,5.0,11.3,54.5,0.8,4.5,11.6,47.0,2.0,1.6,7.7,0.3,1.0,10.1,13.0,20.9,2.1,1.0,3.5,7.0,18.0,66.2,Spaarndammer- en Zeeheldenbuurt
BU03631304,Spaarndammerbuurt Midden,WK036313,21017.0,1260.0,650.0,615.0,13.0,9.0,43.0,26.0,9.0,70.0,19.0,9.0,2.0,18.0,770.0,62.0,18.0,20.0,1.6,20.0,32.0,7.0,2.0,7.0,2.0,14.0,0.0,20.0,30.0,30.0,10.0,80.0,35.0,60.0,260.0,811.0,373.0,1.0,99.0,86.0,21.0,79.0,40.0,38.0,0.0,88.0,12.0,14.0,290.0,0.4,5075.0,40.0,250.0,40.0,0.4,2.0,22.1,71.6,0.4,0.2,3.0,25.4,87.0,0.2,8.3,264.6,633.8,1.3,7.0,21.0,39.9,0.2,5.6,213.8,543.5,0.1,9.1,260.7,613.4,0.1,28.0,544.7,1439.0,0.7,329.6,426.0,513.9,0.2,5.8,47.9,155.9,0.7,3.4,23.4,80.0,0.5,3.8,12.9,49.3,0.6,6.0,13.0,74.0,1.7,5.0,10.0,54.0,0.6,4.0,10.0,47.0,2.2,1.8,7.9,0.5,1.3,10.0,13.3,21.0,2.3,1.2,3.8,6.9,17.3,65.3,Spaarndammer- en Zeeheldenbuurt
BU03631305,Spaarndammerbuurt Noordwest,WK036313,16250.0,1950.0,965.0,985.0,13.0,8.0,42.0,27.0,10.0,68.0,19.0,11.0,2.0,14.0,1115.0,55.0,21.0,24.0,1.7,18.0,36.0,9.0,1.0,9.0,3.0,13.0,0.0,20.0,25.0,40.0,5.0,85.0,55.0,75.0,300.0,1077.0,410.0,0.0,100.0,97.0,10.0,90.0,86.0,3.0,0.0,100.0,0.0,3.0,430.0,0.4,3615.0,50.0,350.0,80.0,0.6,2.0,18.7,66.7,0.6,0.4,3.0,19.9,80.4,0.4,8.0,202.7,599.5,1.5,7.2,20.5,40.0,0.4,5.1,149.0,523.6,0.2,7.3,185.4,587.0,0.2,26.7,414.9,1355.0,0.5,315.0,426.6,514.7,0.2,4.0,39.8,143.8,0.7,1.9,20.3,77.0,0.7,3.3,11.1,47.4,0.4,5.5,12.2,74.0,1.5,4.5,9.2,54.0,0.4,3.5,9.2,47.0,2.4,2.0,8.1,0.7,1.5,9.6,13.8,21.0,2.5,1.4,4.0,6.1,17.0,65.0,Spaarndammer- en Zeeheldenbuurt
BU03631306,Westergasfabriek,WK036313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,10.0,15.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,Spaarndammer- en Zeeheldenbuurt
BU03631307,Overbraker Binnenpolder,WK036313,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,Spaarndammer- en Zeeheldenbuurt
BU03631400,De Wittenbuurt Noord,WK036314,22900.0,1375.0,690.0,685.0,12.0,10.0,41.0,26.0,12.0,67.0,23.0,8.0,2.0,9.0,830.0,58.0,24.0,18.0,1.7,25.0,26.0,6.0,1.0,3.0,3.0,13.0,0.0,15.0,45.0,30.0,10.0,100.0,45.0,95.0,340.0,823.0,426.0,0.0,100.0,91.0,22.0,77.0,45.0,32.0,0.0,100.0,0.0,9.0,290.0,0.4,4571.0,35.0,245.0,45.0,0.2,7.2,41.4,98.5,0.3,0.2,8.3,54.2,130.3,0.2,69.0,466.9,805.9,0.6,11.0,21.0,41.1,0.2,31.9,418.5,612.9,0.3,29.3,452.8,741.3,0.1,116.7,1013.0,1762.0,0.7,366.5,429.1,524.5,0.1,22.1,94.4,241.6,0.2,9.6,42.8,116.0,0.5,4.1,28.2,75.1,0.8,8.0,29.8,74.9,0.8,5.0,19.1,54.9,0.8,6.0,23.8,47.0,1.3,0.8,7.3,0.7,0.6,11.0,13.0,20.9,1.6,0.6,3.1,7.0,19.0,66.8,Staatsliedenbuurt
BU03631401,De Wittenbuurt Zuid,WK036314,21150.0,850.0,425.0,420.0,9.0,10.0,26.0,35.0,21.0,64.0,22.0,11.0,3.0,11.0,560.0,67.0,17.0,16.0,1.5,23.0,28.0,9.0,1.0,5.0,1.0,14.0,0.0,10.0,15.0,15.0,5.0,35.0,20.0,30.0,135.0,551.0,403.0,1.0,99.0,98.0,21.0,77.0,64.0,14.0,1.0,100.0,0.0,2.0,175.0,0.3,4980.0,25.0,155.0,25.0,0.3,6.3,42.0,96.1,0.3,0.2,5.4,54.5,125.3,0.2,49.8,473.7,785.8,0.9,11.0,20.4,41.2,0.2,26.6,422.9,609.4,0.3,24.8,454.0,729.0,0.1,98.8,1023.0,1738.0,0.6,364.6,429.0,524.0,0.2,22.1,94.3,240.0,0.2,9.1,42.9,113.4,0.5,3.3,27.8,73.1,0.8,7.4,29.0,73.2,0.8,4.4,18.2,53.2,0.8,6.0,23.2,47.0,1.3,0.7,7.4,0.8,0.7,11.0,13.0,20.4,1.6,0.8,3.3,7.0,19.0,66.7,Staatsliedenbuurt
BU03631402,Staatsliedenbuurt Noordoost,WK036314,20267.0,1220.0,595.0,620.0,8.0,8.0,31.0,28.0,25.0,58.0,23.0,14.0,5.0,11.0,765.0,60.0,22.0,18.0,1.6,20.0,34.0,10.0,1.0,7.0,3.0,14.0,0.0,10.0,25.0,15.0,5.0,60.0,35.0,35.0,190.0,743.0,354.0,0.0,100.0,97.0,18.0,81.0,75.0,6.0,0.0,100.0,0.0,3.0,255.0,0.3,4306.0,30.0,215.0,35.0,0.2,5.3,38.8,93.6,0.5,0.2,5.5,54.5,123.0,0.2,45.1,439.7,775.1,0.8,10.7,20.9,42.7,0.3,21.1,386.5,606.6,0.2,21.0,422.6,719.4,0.1,80.4,935.2,1704.0,0.4,363.7,428.2,524.2,0.1,20.6,91.5,227.3,0.1,8.2,39.2,108.0,0.2,3.1,26.6,71.2,1.0,7.0,27.7,74.2,1.0,4.4,18.0,54.2,1.0,5.6,21.7,47.0,1.1,1.0,7.4,0.8,0.4,11.0,13.0,20.4,1.7,0.7,3.3,7.0,19.0,65.9,Staatsliedenbuurt
BU03631403,Fannius Scholtenbuurt,WK036314,36770.0,3675.0,1835.0,1840.0,11.0,8.0,46.0,28.0,8.0,76.0,16.0,7.0,1.0,14.0,2310.0,62.0,21.0,18.0,1.6,27.0,27.0,6.0,1.0,5.0,3.0,12.0,0.0,45.0,95.0,90.0,20.0,235.0,105.0,170.0,755.0,2329.0,358.0,0.0,100.0,94.0,29.0,71.0,51.0,20.0,0.0,97.0,3.0,6.0,665.0,0.3,6385.0,105.0,560.0,100.0,0.2,3.6,41.4,89.1,0.5,0.3,2.8,54.5,118.2,0.1,24.1,447.3,755.6,1.1,10.9,19.9,43.0,0.1,14.7,384.9,600.7,0.2,14.7,426.1,708.1,0.1,52.5,933.8,1681.0,0.5,359.8,428.4,524.5,0.1,18.7,94.5,229.1,0.3,7.1,42.3,105.7,0.2,2.2,28.7,70.9,1.0,6.3,25.1,73.0,1.0,3.8,16.3,53.0,1.0,5.5,19.6,47.0,1.0,1.0,7.7,0.6,0.3,11.0,13.0,19.4,1.9,1.0,3.2,7.0,19.0,65.1,Staatsliedenbuurt
BU03631404,Westerstaatsman,WK036314,27660.0,2770.0,1370.0,1395.0,10.0,9.0,51.0,25.0,5.0,77.0,15.0,7.0,1.0,14.0,1745.0,62.0,21.0,17.0,1.6,28.0,25.0,6.0,1.0,3.0,1.0,14.0,0.0,30.0,45.0,90.0,10.0,195.0,95.0,145.0,615.0,1770.0,362.0,0.0,100.0,93.0,36.0,64.0,36.0,28.0,1.0,97.0,3.0,7.0,575.0,0.3,5837.0,90.0,495.0,80.0,0.3,3.7,44.6,90.5,0.3,0.5,2.7,54.2,118.6,0.2,21.2,453.3,757.0,1.3,11.0,19.1,42.8,0.2,14.3,374.9,595.8,0.2,12.5,423.1,709.4,0.1,44.1,929.6,1690.0,0.7,359.5,428.9,524.0,0.2,16.8,96.8,234.7,0.2,6.2,45.8,106.8,0.3,2.0,30.3,72.4,0.8,6.8,26.6,72.9,0.8,4.1,17.1,52.9,0.8,5.7,20.5,47.0,0.8,1.0,7.9,0.4,0.2,11.0,13.0,19.0,2.0,1.2,3.0,7.0,19.0,65.0,Staatsliedenbuurt
BU03631405,Buyskade e.o.,WK036314,27536.0,3025.0,1515.0,1515.0,12.0,9.0,39.0,29.0,10.0,70.0,21.0,7.0,1.0,13.0,1680.0,51.0,27.0,23.0,1.8,23.0,22.0,6.0,1.0,4.0,2.0,9.0,0.0,35.0,60.0,70.0,30.0,210.0,115.0,125.0,640.0,1607.0,476.0,0.0,100.0,96.0,33.0,67.0,36.0,32.0,0.0,66.0,34.0,4.0,660.0,0.4,5853.0,85.0,525.0,140.0,0.3,3.4,47.8,95.6,0.3,0.7,3.9,59.7,123.2,0.2,27.5,494.7,778.1,1.5,11.0,19.2,41.4,0.5,17.2,416.6,603.0,0.2,12.4,460.2,725.5,0.1,51.3,1019.0,1746.0,1.0,362.2,429.1,523.7,0.2,15.0,99.8,244.7,0.4,6.2,48.2,113.9,0.5,1.9,31.0,76.5,0.6,7.0,30.1,73.0,0.6,4.0,19.5,53.0,0.6,6.0,23.0,47.0,1.1,0.8,7.8,0.2,0.4,11.0,13.0,19.0,1.8,1.3,2.9,7.0,19.1,65.8,Staatsliedenbuurt
BU03631500,Ecowijk,WK036315,21200.0,1270.0,600.0,670.0,13.0,15.0,22.0,39.0,11.0,62.0,28.0,9.0,2.0,6.0,610.0,42.0,20.0,38.0,2.1,19.0,24.0,8.0,1.0,3.0,1.0,10.0,0.0,0.0,15.0,40.0,10.0,60.0,45.0,40.0,215.0,602.0,502.0,0.0,100.0,97.0,49.0,51.0,45.0,6.0,0.0,100.0,0.0,3.0,190.0,0.3,2966.0,25.0,145.0,40.0,0.5,2.7,39.9,83.1,0.6,0.7,2.1,47.7,113.1,0.4,16.8,383.3,742.5,1.5,10.8,18.8,42.4,0.3,9.9,280.3,580.7,0.3,11.3,345.9,693.0,0.2,35.6,747.7,1629.0,0.9,355.6,427.8,523.7,0.4,12.0,92.7,219.2,0.3,4.7,42.4,100.4,0.6,2.0,29.0,68.6,1.1,6.2,24.1,72.5,1.1,4.1,16.3,52.5,1.1,5.1,19.0,47.0,0.7,1.3,8.1,0.7,0.4,10.8,13.0,19.0,2.3,1.4,3.1,7.0,19.0,64.4,Centrale Markt
BU03631501,Markthallen,WK036315,62.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,10.0,5.0,0.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,5.0,40.0,35.0,0.5,5.6,55.1,102.1,0.5,0.4,5.7,65.4,136.0,0.3,32.9,527.1,832.1,1.7,11.0,20.3,41.6,0.2,21.8,454.3,613.1,0.2,25.4,494.5,751.3,0.1,55.5,1141.0,1805.0,0.9,369.6,433.5,524.3,0.2,20.9,124.0,269.3,0.2,8.8,61.1,125.9,0.5,4.3,36.3,83.6,0.4,8.4,34.6,75.1,0.4,6.1,22.5,54.4,0.4,7.4,26.5,48.4,0.8,1.1,7.6,0.7,0.9,11.0,13.0,19.0,1.6,1.1,2.2,7.0,19.7,68.4,Centrale Markt
BU03631502,Bedrijvencentrum Westerkwartier,WK036315,457.0,65.0,35.0,30.0,16.0,14.0,19.0,45.0,6.0,59.0,28.0,9.0,3.0,0.0,30.0,33.0,23.0,43.0,2.1,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,20.0,15.0,15.0,10.0,10.0,115.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,15.0,45.0,30.0,1.1,0.5,34.2,78.3,1.1,1.1,0.3,39.1,104.0,0.5,4.8,280.6,710.4,2.1,9.5,17.2,42.8,0.9,2.2,169.9,558.3,0.9,3.6,216.5,660.6,0.6,9.6,503.2,1552.0,1.3,336.2,424.9,523.2,0.6,3.6,86.9,201.8,0.9,1.3,39.5,91.4,1.2,0.5,27.3,62.0,1.5,4.6,20.0,71.3,1.5,3.8,15.0,51.3,1.5,3.9,15.4,47.0,0.5,1.8,8.7,1.2,0.9,9.3,13.0,19.0,2.7,1.4,3.1,7.0,19.1,64.3,Centrale Markt
BU03631503,Marcanti,WK036315,17750.0,1065.0,520.0,550.0,10.0,8.0,42.0,24.0,16.0,65.0,24.0,8.0,3.0,23.0,625.0,59.0,22.0,19.0,1.7,22.0,31.0,9.0,1.0,5.0,3.0,13.0,0.0,5.0,10.0,20.0,5.0,45.0,30.0,25.0,145.0,631.0,391.0,0.0,100.0,97.0,28.0,72.0,45.0,27.0,0.0,76.0,24.0,3.0,235.0,0.4,4039.0,15.0,205.0,30.0,0.8,3.6,54.3,103.0,0.8,0.4,4.9,68.5,139.8,0.5,21.3,538.1,847.7,2.0,11.0,20.4,40.3,0.2,16.2,463.9,614.3,0.3,19.1,496.7,760.1,0.2,36.2,1148.0,1829.0,1.0,371.0,435.3,523.7,0.2,15.4,129.2,274.0,0.2,6.7,63.8,130.2,0.7,3.9,36.8,84.7,0.3,8.1,35.9,75.5,0.3,6.1,23.5,54.8,0.3,7.1,27.1,48.6,1.0,1.3,7.6,1.0,1.3,11.0,13.0,19.0,1.6,1.1,1.9,7.0,20.0,68.3,Centrale Markt
BU03631600,Frederik Hendrikbuurt Noord,WK036316,21400.0,3850.0,1845.0,2005.0,10.0,9.0,46.0,23.0,12.0,73.0,18.0,7.0,2.0,15.0,2360.0,58.0,26.0,16.0,1.6,28.0,20.0,5.0,1.0,2.0,2.0,10.0,0.0,30.0,75.0,90.0,25.0,230.0,120.0,170.0,740.0,2299.0,407.0,0.0,100.0,95.0,28.0,71.0,33.0,38.0,1.0,99.0,1.0,5.0,780.0,0.3,4268.0,105.0,635.0,145.0,0.3,7.7,56.6,104.2,0.2,0.3,8.4,70.2,138.4,0.2,62.4,550.3,848.6,1.2,11.0,20.9,40.0,0.3,41.5,489.2,624.6,0.2,35.9,525.7,765.7,0.2,122.0,1214.0,1849.0,0.7,372.4,431.3,524.0,0.1,21.0,119.7,269.0,0.2,10.1,59.0,125.6,0.6,3.9,35.6,82.1,0.3,8.0,35.5,74.5,0.3,5.0,23.2,54.5,0.3,7.0,26.8,47.9,0.9,0.5,7.3,0.4,0.7,11.0,13.0,20.1,1.4,0.9,2.6,7.3,19.7,69.0,Frederik Hendrikbuurt
BU03631601,Frederik Hendrikbuurt Zuidoost,WK036316,30009.0,3300.0,1770.0,1535.0,9.0,8.0,49.0,24.0,10.0,75.0,16.0,8.0,1.0,9.0,2095.0,65.0,22.0,13.0,1.5,26.0,26.0,6.0,1.0,3.0,3.0,13.0,0.0,40.0,90.0,75.0,35.0,210.0,90.0,140.0,680.0,2055.0,386.0,0.0,100.0,95.0,28.0,72.0,40.0,32.0,0.0,91.0,9.0,5.0,630.0,0.3,5556.0,95.0,520.0,110.0,0.3,7.8,65.2,113.9,0.2,0.2,10.1,77.3,148.8,0.1,74.4,606.3,887.5,1.5,11.1,21.0,38.6,0.1,50.6,517.8,633.1,0.1,58.8,566.3,794.9,0.1,142.3,1352.0,1916.0,0.5,379.1,436.3,523.6,0.2,24.8,141.4,295.7,0.2,10.5,68.5,139.4,0.3,4.5,39.9,90.8,0.5,10.6,38.2,76.6,0.5,7.1,25.1,55.8,0.5,9.6,28.7,49.6,0.5,0.8,7.1,0.8,0.9,11.0,13.3,20.0,1.0,0.8,2.3,8.5,20.0,69.6,Frederik Hendrikbuurt
